n,int
50,0.227813
50,0.210938
50,0.185625
50,0.244687
50,0.227813
50,0.185625
50,0.185625
50,0.27
50,0.244687
50,0.219375
50,0.244687
50,0.219375
50,0.16875
50,0.2025
50,0.194062
50,0.118125
50,0.219375
50,0.151875
50,0.194062
50,0.194062
50,0.2025
50,0.227813
50,0.23625
50,0.2025
50,0.219375
50,0.185625
50,0.177187
50,0.10125
50,0.23625
50,0.16875
50,0.227813
50,0.2025
50,0.177187
50,0.2025
50,0.16875
50,0.194062
50,0.219375
50,0.2025
50,0.23625
50,0.2025
50,0.185625
50,0.23625
50,0.194062
50,0.160312
50,0.177187
50,0.227813
50,0.194062
50,0.177187
50,0.143438
50,0.143438
100,0.215156
100,0.194062
100,0.181406
100,0.160312
100,0.164531
100,0.223594
100,0.172969
100,0.227813
100,0.206719
100,0.206719
100,0.206719
100,0.194062
100,0.172969
100,0.219375
100,0.181406
100,0.2025
100,0.206719
100,0.219375
100,0.227813
100,0.198281
100,0.219375
100,0.198281
100,0.219375
100,0.206719
100,0.194062
100,0.198281
100,0.194062
100,0.194062
100,0.160312
100,0.198281
100,0.198281
100,0.227813
100,0.198281
100,0.198281
100,0.232031
100,0.198281
100,0.210938
100,0.206719
100,0.219375
100,0.23625
100,0.189844
100,0.2025
100,0.215156
100,0.181406
100,0.194062
100,0.181406
100,0.160312
100,0.210938
100,0.215156
100,0.177187
150,0.2025
150,0.208125
150,0.194062
150,0.239062
150,0.208125
150,0.2025
150,0.177187
150,0.18
150,0.2025
150,0.233437
150,0.18
150,0.19125
150,0.2025
150,0.2025
150,0.219375
150,0.185625
150,0.19125
150,0.21375
150,0.171563
150,0.219375
150,0.174375
150,0.177187
150,0.205313
150,0.210938
150,0.210938
150,0.21375
150,0.205313
150,0.2025
150,0.19125
150,0.19125
150,0.196875
150,0.222187
150,0.196875
150,0.219375
150,0.21375
150,0.177187
150,0.210938
150,0.205313
150,0.233437
150,0.21375
150,0.210938
150,0.182813
150,0.210938
150,0.222187
150,0.216562
150,0.19125
150,0.219375
150,0.194062
150,0.2025
150,0.205313
200,0.185625
200,0.208828
200,0.2025
200,0.189844
200,0.206719
200,0.2025
200,0.213047
200,0.196172
200,0.2025
200,0.2025
200,0.194062
200,0.200391
200,0.208828
200,0.2025
200,0.191953
200,0.181406
200,0.200391
200,0.208828
200,0.177187
200,0.206719
200,0.210938
200,0.208828
200,0.200391
200,0.187734
200,0.177187
200,0.198281
200,0.2025
200,0.187734
200,0.206719
200,0.200391
200,0.210938
200,0.2025
200,0.16875
200,0.170859
200,0.185625
200,0.204609
200,0.191953
200,0.219375
200,0.2025
200,0.191953
200,0.170859
200,0.198281
200,0.208828
200,0.198281
200,0.196172
200,0.200391
200,0.196172
200,0.2025
200,0.194062
200,0.204609
250,0.190688
250,0.1755
250,0.183938
250,0.18225
250,0.210938
250,0.199125
250,0.20925
250,0.160312
250,0.183938
250,0.216
250,0.185625
250,0.187312
250,0.197438
250,0.16875
