n,int
50,1.88496
50,2.13628
50,2.01062
50,2.07345
50,2.19911
50,1.94779
50,1.94779
50,1.75929
50,2.32478
50,2.13628
50,2.19911
50,2.26195
50,1.88496
50,2.19911
50,1.88496
50,2.13628
50,2.26195
50,2.01062
50,2.13628
50,1.75929
50,2.13628
50,1.69646
50,2.01062
50,1.50796
50,2.19911
50,1.88496
50,1.82212
50,1.82212
50,2.19911
50,1.82212
50,2.26195
50,2.13628
50,1.82212
50,1.88496
50,2.01062
50,1.88496
50,2.01062
50,2.13628
50,2.32478
50,1.75929
50,2.13628
50,2.01062
50,2.07345
50,2.01062
50,1.88496
50,2.07345
50,2.01062
50,1.94779
50,2.01062
50,2.07345
100,2.1677
100,2.10487
100,1.9792
100,1.9792
100,2.1677
100,2.07345
100,2.07345
100,2.10487
100,1.88496
100,2.13628
100,2.04204
100,2.23053
100,2.1677
100,2.29336
100,1.94779
100,2.1677
100,2.07345
100,1.94779
100,1.85354
100,1.75929
100,2.01062
100,1.91637
100,2.01062
100,1.91637
100,1.79071
100,2.04204
100,1.69646
100,1.9792
100,1.82212
100,1.91637
100,2.1677
100,1.91637
100,2.07345
100,1.9792
100,2.10487
100,1.9792
100,2.26195
100,1.85354
100,2.1677
100,2.01062
100,1.9792
100,2.04204
100,2.29336
100,2.10487
100,2.13628
100,2.29336
100,1.9792
100,2.01062
100,2.26195
100,1.9792
150,2.11534
150,2.05251
150,2.05251
150,1.98968
150,1.84307
150,1.92684
150,2.28289
150,1.9059
150,2.17817
150,1.94779
150,2.13628
150,1.96873
150,2.0944
150,2.05251
150,2.03156
150,1.96873
150,2.05251
150,1.98968
150,2.03156
150,1.86401
150,1.94779
150,2.15723
150,1.92684
150,2.15723
150,1.92684
150,2.01062
150,2.01062
150,1.96873
150,1.80118
150,1.94779
150,1.92684
150,1.9059
150,2.05251
150,2.11534
150,2.03156
150,2.07345
150,2.03156
150,1.82212
150,1.88496
150,2.03156
150,1.75929
150,2.05251
150,2.07345
150,2.05251
150,2.0944
150,1.96873
150,2.01062
150,1.86401
150,2.13628
150,1.9059
200,2.02633
200,2.1677
200,1.93208
200,1.94779
200,2.12058
200,2.04204
200,1.93208
200,1.94779
200,2.05774
200,2.05774
200,2.02633
200,1.91637
200,1.9635
200,2.21482
200,1.85354
200,1.91637
200,1.775
200,1.88496
200,2.10487
200,1.94779
200,2.04204
200,1.99491
200,2.07345
200,1.9635
200,1.75929
200,2.13628
200,2.08916
200,1.9792
200,1.75929
200,1.9635
200,2.04204
200,2.18341
200,1.93208
200,2.01062
200,1.775
200,1.99491
200,1.94779
200,2.04204
200,2.12058
200,2.01062
200,1.93208
200,2.04204
200,2.21482
200,1.99491
200,1.93208
200,2.01062
200,1.93208
200,1.99491
200,1.93208
200,1.90066
250,2.04832
250,2.18655
250,2.03575
250,2.04832
250,2.01062
250,1.79699
250,1.93522
250,2.08602
250,2.11115
250,2.11115
250,2.18655
250,1.87239
250,1.85982
250,2.14885
250,1.94779
250,2.01062
250,2.01062
250,2.06088
250,2.17398
250,2.02319
250,1.91009
250,1.99805
250,2.02319
250,1.93522
250,1.88496
250,1.94779
250,2.09858
250,1.96035
250,1.92265
250,2.08602
250,1.98549
250,2.02319
250,1.84726
250,1.94779
250,2.07345
250,1.93522
250,1.85982
250,2.04832
250,1.94779
250,2.14885
250,1.78442
250,1.96035
250,1.91009
250,2.02319
250,2.01062
250,2.11115
250,2.14885
250,2.04832
250,2.07345
250,2.03575
300,1.95826
300,1.88496
300,2.22006
300,2.06298
300,2.07345
300,2.06298
300,2.00015
300,2.04204
300,2.11534
300,1.98968
300,1.94779
300,2.13628
300,1.96873
300,1.89543
300,2.01062
300,2.00015
300,2.23053
300,2.00015
300,2.01062
300,2.05251
300,1.94779
300,2.07345
300,1.95826
300,1.92684
300,1.9792
300,2.12581
300,2.02109
300,1.9792
300,2.14675
300,2.06298
300,2.12581
300,1.96873
300,2.08392
300,1.98968
300,1.95826
300,1.88496
300,2.05251
300,1.91637
300,1.81165
300,2.08392
300,1.9792
300,2.01062
300,2.08392
300,2.11534
300,2.07345
300,2.0944
300,2.01062
300,1.96873
300,2.01062
300,2.1677
350,1.93881
350,2.14526
350,2.02857
350,2.01062
350,2.11833
350,2.0196
350,1.97472
350,2.0914
350,1.91188
350,2.04652
350,1.92086
350,1.88496
350,1.90291
350,2.00164
350,2.04652
350,1.96574
350,2.02857
350,1.94779
350,1.91188
350,2.12731
350,1.96574
350,2.0196
350,2.07345
350,2.01062
350,2.16321
350,1.99267
350,2.21707
350,2.0555
350,1.99267
350,1.95676
350,1.95676
350,2.03755
350,2.10936
350,1.93881
350,1.89393
350,2.00164
350,2.08243
350,2.10038
350,1.99267
350,1.92984
350,1.88496
350,2.03755
350,1.867
350,1.95676
350,1.87598
350,1.89393
350,2.08243
350,2.07345
350,1.867
350,2.17219
400,2.02633
400,2.02633
400,1.98706
400,1.90852
400,2.0656
400,1.94779
400,1.98706
400,2.04204
400,2.0656
400,2.02633
400,2.02633
400,2.08131
400,2.07345
400,1.99491
400,1.84569
400,2.04204
400,1.88496
400,2.1677
400,1.93208
400,2.02633
400,1.84569
400,2.14414
400,2.0656
400,2.03418
400,1.9635
400,1.95564
400,1.90852
400,2.12843
400,2.01847
400,1.94779
400,1.92423
400,2.04204
400,2.09701
400,1.93993
400,2.04204
400,1.95564
400,1.93993
400,2.14414
400,2.12058
400,1.92423
400,1.98706
400,1.91637
400,2.00277
400,1.9792
400,2.01062
400,2.0656
400,2.02633
400,1.92423
400,1.94779
400,2.01062
450,1.88496
450,1.89892
450,2.03156
450,1.93382
450,2.00364
450,2.13628
450,2.0176
450,1.92684
450,2.01062
450,2.05949
450,1.98968
450,2.02458
450,2.04553
450,1.85005
450,1.89892
450,1.96873
450,1.93382
450,2.01062
450,1.89892
450,2.05949
450,2.10138
450,1.88496
450,1.97571
450,2.01062
