n,int
50,2.07345
50,2.13628
50,2.07345
50,1.88496
50,2.01062
50,2.13628
50,2.13628
50,1.88496
50,2.13628
50,2.38761
50,1.82212
50,1.63363
50,2.01062
50,1.82212
50,1.88496
50,2.32478
50,2.07345
50,1.82212
50,2.19911
50,1.5708
50,1.94779
50,1.75929
50,1.5708
50,1.82212
50,1.88496
50,1.50796
50,2.26195
50,2.07345
50,2.13628
50,1.5708
50,2.13628
50,1.5708
50,2.07345
50,2.45044
50,2.19911
50,2.13628
50,1.94779
50,1.69646
50,1.82212
50,2.26195
50,1.88496
50,2.01062
50,2.01062
50,1.82212
50,1.94779
50,1.69646
50,2.01062
50,2.07345
50,2.13628
50,1.75929
100,2.1677
100,2.29336
100,1.94779
100,1.88496
100,2.04204
100,2.13628
100,1.94779
100,1.85354
100,2.10487
100,1.94779
100,1.91637
100,2.13628
100,1.88496
100,2.23053
100,1.88496
100,2.38761
100,1.94779
100,2.04204
100,2.26195
100,2.10487
100,1.88496
100,2.23053
100,1.85354
100,2.07345
100,2.23053
100,2.10487
100,1.9792
100,2.13628
100,2.10487
100,2.07345
100,1.88496
100,1.91637
100,1.88496
100,1.91637
100,1.82212
100,1.88496
100,1.94779
100,2.29336
100,2.26195
100,1.9792
100,1.63363
100,1.91637
100,1.91637
100,1.94779
100,1.91637
100,1.63363
100,2.04204
100,2.19911
100,2.04204
100,1.88496
150,1.98968
150,2.07345
150,2.01062
150,1.86401
150,2.0944
150,2.03156
150,1.92684
150,2.05251
150,1.96873
150,1.96873
150,1.9059
150,1.61268
150,1.94779
150,1.84307
150,1.9059
150,1.98968
150,2.05251
150,2.07345
150,2.01062
150,1.98968
150,1.78024
150,1.86401
150,1.86401
150,1.9059
150,1.94779
150,2.22006
150,2.03156
150,1.82212
150,1.67552
150,2.13628
150,2.07345
150,2.11534
150,1.84307
150,1.96873
150,2.05251
150,2.05251
150,1.98968
150,1.86401
150,1.98968
150,2.13628
150,2.17817
150,2.03156
150,2.07345
150,1.84307
150,2.05251
150,1.9059
150,2.03156
150,2.13628
150,1.9059
150,1.94779
200,2.08916
200,2.19911
200,1.85354
200,1.9635
200,1.75929
200,1.82212
200,2.10487
200,1.94779
200,1.9792
200,2.01062
200,1.99491
200,1.9635
200,1.9792
200,2.05774
200,2.02633
200,2.08916
200,2.12058
200,1.775
200,2.05774
200,1.82212
200,2.08916
200,1.88496
200,1.82212
200,1.94779
200,2.08916
200,1.88496
200,2.08916
200,1.5865
200,1.99491
200,2.18341
200,2.07345
200,2.01062
200,2.04204
200,1.88496
200,2.02633
200,2.04204
200,2.01062
200,1.90066
200,2.01062
200,2.05774
200,1.99491
200,2.1677
200,2.05774
200,1.79071
200,2.10487
200,2.04204
200,2.01062
200,1.9635
200,2.05774
200,1.9635
250,1.97292
250,2.01062
250,2.06088
250,2.06088
250,1.94779
250,1.94779
250,2.02319
250,1.97292
250,2.07345
250,2.13628
250,2.01062
250,1.97292
250,1.93522
250,2.06088
250,2.22425
250,2.04832
250,1.78442
250,2.13628
250,1.84726
250,2.14885
250,2.08602
250,2.12372
250,1.91009
250,1.99805
250,2.01062
250,2.01062
250,1.97292
250,1.88496
250,2.02319
250,1.98549
250,1.79699
250,2.01062
250,1.98549
250,2.01062
250,1.92265
250,1.94779
250,2.12372
250,1.82212
250,2.01062
250,2.07345
250,1.89752
250,1.96035
250,1.93522
250,1.99805
250,1.96035
250,1.89752
250,1.88496
250,1.97292
250,1.94779
250,1.75929
300,1.9792
300,2.00015
300,2.13628
300,2.14675
300,1.95826
300,1.98968
300,2.07345
300,2.08392
300,2.03156
300,1.95826
300,1.93732
300,2.08392
300,1.96873
300,1.74882
300,1.98968
300,2.06298
300,2.04204
300,1.75929
300,2.11534
300,2.12581
300,1.91637
300,2.00015
300,2.05251
300,2.03156
300,2.00015
300,1.98968
300,2.05251
300,2.05251
300,2.07345
300,2.00015
300,2.04204
300,2.05251
300,1.98968
300,1.95826
300,1.85354
300,1.94779
300,1.82212
300,1.98968
300,1.91637
300,2.06298
300,2.08392
300,1.96873
300,2.14675
300,2.13628
300,1.86401
300,2.00015
300,2.06298
300,2.04204
300,2.03156
300,2.07345
350,1.92984
350,2.03755
350,2.04652
350,1.92086
350,2.03755
350,2.02857
350,2.0914
350,2.02857
350,2.08243
350,1.89393
350,1.98369
350,1.99267
350,1.93881
350,1.8311
350,2.03755
350,1.91188
350,2.02857
350,2.01062
350,2.00164
350,1.95676
350,2.03755
350,2.20809
350,1.94779
350,2.01062
350,1.96574
350,1.90291
350,2.0555
350,2.00164
350,1.94779
350,2.11833
350,2.03755
350,1.93881
350,1.96574
350,2.04652
350,1.867
350,1.99267
350,1.97472
350,2.07345
350,2.04652
350,1.93881
350,2.01062
350,1.85803
350,2.07345
350,2.03755
350,1.87598
350,2.02857
350,2.02857
350,1.91188
350,2.00164
350,2.10038
400,2.01847
400,1.99491
400,2.04204
400,1.93993
400,2.04989
400,1.99491
400,2.0656
400,1.95564
400,2.07345
400,2.04204
400,2.03418
400,2.01062
400,1.90066
400,1.85354
400,2.0656
400,1.9792
400,2.12843
400,1.95564
400,2.05774
400,2.02633
400,2.02633
400,2.07345
400,2.04204
400,2.08131
400,2.02633
400,2.1677
400,1.94779
400,2.09701
400,1.94779
400,1.99491
400,2.01062
400,1.93208
400,2.01062
400,1.93208
400,2.04204
400,1.91637
400,1.9635
400,1.95564
400,1.98706
400,1.90852
400,1.93993
400,2.04204
400,1.99491
400,1.91637
400,2.08916
400,1.93208
400,2.02633
400,1.91637
400,2.0656
400,1.90852
450,1.87797
450,2.17817
450,2.03854
450,2.04553
450,2.02458
450,2.03156
450,2.04553
450,1.87099
450,1.97571
450,2.03156
450,2.03156
450,1.87099
450,2.1293
450,2.06647
450,1.91288
450,2.00364
450,2.07345
450,2.0176
450,1.98968
450,1.93382
450,1.95477
450,2.03156
450,2.06647
450,2.02458
450,1.97571
450,2.0944
450,1.98968
450,2.0176
450,2.05949
450,2.08043
450,1.89194
450,2.03854
450,1.98269
450,1.91288
450,2.05251
450,1.91288
450,2.08043
450,2.08741
450,1.99666
450,2.01062
450,2.05251
450,2.0176
450,1.96873
450,2.03156
450,1.94779
450,2.0176
450,2.10836
450,2.01062
450,2.21308
450,2.0176
500,2.04204
500,1.92894
500,1.97292
500,1.92894
500,1.91009
500,2.04204
500,1.92894
500,1.90381
500,1.87867
500,2.07345
500,1.92894
500,1.96035
500,2.06717
500,2.13
500,1.99177
500,2.06717
500,1.9415
500,2.0546
500,1.9792
500,2.04832
500,1.99177
500,1.9792
500,2.01062
500,2.16142
500,2.02319
500,1.90381
500,2.13
500,1.9415
500,1.94779
500,2.03575
500,2.06717
500,2.12372
500,2.11743
500,1.96664
500,2.04204
500,2.10487
500,2.0923
500,1.9792
500,1.97292
500,1.92894
500,2.13
500,2.10487
500,1.87239
500,1.94779
500,2.06717
500,2.02319
500,1.94779
500,2.07973
500,2.0169
500,2.04832
550,1.96492
550,2.07916
