n,int
4150,0.193453
4150,0.198027
4150,0.196604
4200,0.200792
4200,0.203906
4200,0.205313
4200,0.198382
4200,0.205313
4250,0.196346
4250,0.204088
4250,0.202202
4250,0.203294
4250,0.199224
4300,0.199164
4300,0.198772
4300,0.198379
4300,0.200243
4300,0.202402
4350,0.195323
4350,0.197554
4350,0.206573
4350,0.197651
4350,0.202015
4400,0.202116
4400,0.198281
4400,0.19109
4400,0.200007
4400,0.201733
4450,0.202026
4450,0.196243
4450,0.198423
4450,0.195295
4450,0.199751
4500,0.202031
4500,0.199031
4500,0.198937
4500,0.204844
4500,0.202594
4550,0.202871
4550,0.194062
4550,0.197215
4550,0.202407
4550,0.201295
4600,0.198281
4600,0.201399
4600,0.196355
4600,0.202133
4600,0.198098
4650,0.202228
4650,0.194153
4650,0.20123
4650,0.200323
4650,0.197692
4700,0.19891
4700,0.196486
4700,0.195768
4700,0.2025
4700,0.20232
4750,0.198947
4750,0.199391
4750,0.202145
4750,0.202678
4750,0.19948
4800,0.199248
4800,0.197842
4800,0.196084
4800,0.196963
4800,0.196523
4850,0.199543
4850,0.194497
4850,0.198238
4850,0.201369
4850,0.199456
4900,0.203189
4900,0.199056
4900,0.193804
4900,0.201811
4900,0.198023
4950,0.200795
4950,0.2025
4950,0.198835
4950,0.199347
4950,0.204801
5000,0.196509
5000,0.205369
5000,0.20115
5000,0.199125
5000,0.197859
