n,int
50,0.86
50,0.84
50,0.72
50,0.84
50,0.7
100,0.83
100,0.81
100,0.74
100,0.76
100,0.8
150,0.833333
150,0.86
150,0.813333
150,0.906667
150,0.78
200,0.825
200,0.77
200,0.72
200,0.76
200,0.8
250,0.756
250,0.744
250,0.792
250,0.816
250,0.804
300,0.78
300,0.803333
300,0.773333
300,0.76
300,0.74
350,0.794286
350,0.774286
350,0.751429
350,0.757143
350,0.797143
400,0.795
400,0.8325
400,0.7725
400,0.835
400,0.8025
450,0.791111
450,0.813333
450,0.8
450,0.795556
450,0.773333
500,0.81
500,0.766
500,0.77
500,0.75
500,0.764
550,0.790909
550,0.787273
550,0.810909
550,0.798182
550,0.794545
600,0.8
600,0.778333
600,0.786667
600,0.788333
600,0.75
650,0.8
650,0.750769
650,0.769231
650,0.816923
650,0.775385
700,0.791429
700,0.778571
700,0.764286
700,0.8
700,0.781429
750,0.758667
750,0.798667
750,0.772
750,0.766667
750,0.812
800,0.77625
800,0.7925
800,0.78375
800,0.8025
800,0.79
850,0.783529
850,0.788235
850,0.790588
850,0.776471
850,0.797647
900,0.776667
900,0.783333
900,0.785556
900,0.767778
900,0.803333
950,0.773684
950,0.797895
950,0.789474
950,0.786316
950,0.801053
1000,0.783
1000,0.783
1000,0.771
1000,0.748
1000,0.786
1050,0.805714
1050,0.791429
1050,0.772381
1050,0.750476
1050,0.779048
1100,0.799091
1100,0.806364
1100,0.792727
1100,0.792727
1100,0.79
1150,0.787826
1150,0.793913
1150,0.788696
1150,0.813043
1150,0.810435
1200,0.780833
1200,0.7975
1200,0.771667
1200,0.790833
1200,0.796667
1250,0.7744
1250,0.8032
1250,0.78
1250,0.7856
1250,0.792
1300,0.793077
1300,0.785385
1300,0.77
1300,0.793846
1300,0.79
1350,0.765185
1350,0.772593
1350,0.757778
1350,0.788889
1350,0.791111
1400,0.797143
1400,0.785714
1400,0.799286
1400,0.777857
1400,0.790714
1450,0.773103
1450,0.784828
1450,0.789655
1450,0.778621
1450,0.791034
1500,0.777333
1500,0.791333
1500,0.777333
1500,0.784667
1500,0.785333
1550,0.782581
1550,0.785161
1550,0.776129
1550,0.772258
1550,0.780645
1600,0.786875
1600,0.79
1600,0.77875
1600,0.79
1600,0.79375
1650,0.793333
1650,0.786667
1650,0.804242
1650,0.786667
1650,0.793939
1700,0.778235
1700,0.77
1700,0.8
1700,0.789412
1700,0.784706
1750,0.781714
1750,0.810857
1750,0.780571
1750,0.792571
1750,0.793714
1800,0.785556
1800,0.799444
1800,0.797222
1800,0.795556
1800,0.779444
1850,0.791351
1850,0.79027
1850,0.805946
1850,0.782703
1850,0.789189
1900,0.782105
1900,0.793684
1900,0.794737
1900,0.785789
1900,0.781579
1950,0.789231
1950,0.776923
1950,0.787692
1950,0.77641
1950,0.776923
2000,0.7775
2000,0.777
2000,0.776
2000,0.7835
2000,0.798
2050,0.784878
2050,0.796098
2050,0.779024
2050,0.777561
2050,0.795122
2100,0.790952
2100,0.797143
2100,0.78
2100,0.786667
2100,0.784286
2150,0.798605
2150,0.79814
2150,0.789302
2150,0.784186
2150,0.775814
2200,0.773636
2200,0.797273
2200,0.788182
2200,0.772727
2200,0.795455
2250,0.794667
2250,0.788444
2250,0.802222
2250,0.760889
2250,0.792444
2300,0.777391
2300,0.790435
2300,0.781739
2300,0.785652
2300,0.8
2350,0.78383
2350,0.783404
2350,0.778298
2350,0.791915
2350,0.778298
2400,0.789167
2400,0.799583
2400,0.79875
2400,0.795417
2400,0.779583
2450,0.786122
2450,0.775918
2450,0.792245
2450,0.787347
2450,0.791837
2500,0.7828
2500,0.7944
2500,0.8028
2500,0.7808
2500,0.7832
2550,0.795294
2550,0.777647
2550,0.785098
2550,0.786667
2550,0.791373
2600,0.793462
2600,0.786923
2600,0.785769
2600,0.775385
2600,0.790385
2650,0.78
2650,0.797736
2650,0.77283
2650,0.77283
2650,0.792453
2700,0.787407
2700,0.785185
2700,0.771481
2700,0.78963
2700,0.783704
2750,0.786909
2750,0.787636
2750,0.794545
2750,0.789818
2750,0.792
2800,0.786786
2800,0.786429
2800,0.7875
2800,0.779643
2800,0.784643
2850,0.793333
2850,0.789123
2850,0.777895
2850,0.782456
2850,0.784211
2900,0.790345
2900,0.773793
2900,0.790345
2900,0.785862
2900,0.785517
2950,0.785085
2950,0.782712
2950,0.781695
2950,0.78339
2950,0.791864
3000,0.793667
3000,0.795667
3000,0.778667
3000,0.774667
3000,0.784
3050,0.799344
3050,0.783934
3050,0.785574
3050,0.769508
3050,0.785902
3100,0.793871
3100,0.772258
3100,0.786774
3100,0.780645
3100,0.783226
3150,0.786984
3150,0.779683
3150,0.783492
3150,0.788571
3150,0.779683
3200,0.78375
3200,0.784687
3200,0.788438
