n,p,tn
320000,0.1,130
320000,0.1,120
320000,0.1,143
320000,0.1,130
320000,0.1,115
320000,0.1,140
320000,0.1,115
320000,0.1,123
320000,0.1,115
320000,0.1,112
320000,0.1,120
320000,0.1,123
320000,0.1,137
320000,0.1,111
320000,0.1,138
320000,0.1,118
320000,0.1,122
320000,0.1,115
320000,0.1,127
320000,0.1,125
320000,0.1,114
320000,0.1,117
320000,0.1,138
320000,0.1,135
320000,0.1,132
320000,0.1,128
320000,0.1,131
320000,0.1,131
320000,0.1,113
320000,0.1,128
320000,0.1,136
320000,0.1,127
320000,0.1,148
320000,0.1,123
320000,0.1,122
320000,0.1,121
320000,0.1,121
320000,0.1,115
320000,0.1,127
320000,0.1,142
320000,0.1,127
320000,0.1,152
320000,0.1,135
320000,0.1,161
320000,0.1,117
320000,0.1,150
320000,0.1,125
320000,0.1,122
320000,0.1,115
330000,0.1,129
330000,0.1,123
330000,0.1,114
330000,0.1,111
330000,0.1,147
330000,0.1,149
330000,0.1,129
330000,0.1,121
330000,0.1,126
330000,0.1,126
330000,0.1,125
330000,0.1,111
330000,0.1,119
330000,0.1,120
330000,0.1,124
330000,0.1,107
330000,0.1,141
330000,0.1,136
330000,0.1,112
330000,0.1,131
330000,0.1,141
330000,0.1,114
330000,0.1,132
330000,0.1,142
330000,0.1,113
330000,0.1,125
330000,0.1,130
330000,0.1,122
330000,0.1,149
330000,0.1,125
330000,0.1,132
330000,0.1,146
330000,0.1,119
330000,0.1,140
330000,0.1,126
330000,0.1,135
330000,0.1,124
330000,0.1,136
330000,0.1,161
330000,0.1,136
330000,0.1,126
330000,0.1,121
330000,0.1,134
330000,0.1,121
330000,0.1,121
330000,0.1,127
330000,0.1,130
330000,0.1,120
330000,0.1,132
330000,0.1,130
340000,0.1,111
340000,0.1,188
340000,0.1,129
340000,0.1,124
340000,0.1,122
340000,0.1,139
340000,0.1,123
340000,0.1,118
340000,0.1,136
340000,0.1,126
340000,0.1,130
340000,0.1,113
340000,0.1,112
340000,0.1,113
340000,0.1,123
340000,0.1,107
340000,0.1,130
340000,0.1,127
340000,0.1,138
340000,0.1,138
340000,0.1,140
340000,0.1,124
340000,0.1,110
340000,0.1,158
340000,0.1,127
340000,0.1,124
340000,0.1,130
340000,0.1,125
340000,0.1,121
340000,0.1,125
340000,0.1,118
340000,0.1,123
340000,0.1,110
340000,0.1,123
340000,0.1,121
340000,0.1,129
340000,0.1,112
340000,0.1,124
340000,0.1,117
340000,0.1,120
340000,0.1,141
340000,0.1,121
340000,0.1,156
340000,0.1,115
340000,0.1,137
340000,0.1,119
340000,0.1,129
340000,0.1,135
340000,0.1,117
340000,0.1,142
350000,0.1,116
350000,0.1,122
350000,0.1,126
350000,0.1,140
350000,0.1,129
350000,0.1,119
350000,0.1,165
350000,0.1,128
350000,0.1,122
350000,0.1,117
350000,0.1,148
350000,0.1,119
350000,0.1,120
350000,0.1,132
350000,0.1,131
350000,0.1,134
350000,0.1,151
350000,0.1,118
350000,0.1,129
350000,0.1,125
350000,0.1,117
350000,0.1,125
350000,0.1,132
350000,0.1,118
350000,0.1,140
350000,0.1,131
350000,0.1,126
350000,0.1,142
350000,0.1,114
350000,0.1,114
350000,0.1,137
350000,0.1,123
350000,0.1,115
350000,0.1,114
350000,0.1,122
350000,0.1,120
350000,0.1,132
350000,0.1,118
350000,0.1,126
350000,0.1,133
350000,0.1,122
350000,0.1,117
350000,0.1,113
350000,0.1,127
350000,0.1,130
350000,0.1,135
350000,0.1,139
350000,0.1,162
350000,0.1,133
350000,0.1,122
360000,0.1,139
360000,0.1,126
360000,0.1,146
360000,0.1,137
360000,0.1,123
360000,0.1,134
360000,0.1,124
360000,0.1,115
360000,0.1,114
360000,0.1,125
360000,0.1,145
360000,0.1,132
360000,0.1,144
360000,0.1,125
360000,0.1,131
360000,0.1,131
360000,0.1,134
360000,0.1,129
360000,0.1,110
360000,0.1,119
360000,0.1,120
360000,0.1,156
360000,0.1,115
360000,0.1,119
360000,0.1,109
360000,0.1,114
360000,0.1,122
360000,0.1,120
360000,0.1,118
360000,0.1,127
360000,0.1,119
360000,0.1,161
360000,0.1,128
360000,0.1,126
360000,0.1,134
360000,0.1,120
360000,0.1,130
360000,0.1,135
360000,0.1,122
360000,0.1,130
360000,0.1,113
360000,0.1,120
360000,0.1,139
360000,0.1,128
360000,0.1,131
360000,0.1,144
360000,0.1,116
360000,0.1,126
360000,0.1,130
360000,0.1,122
370000,0.1,135
370000,0.1,128
370000,0.1,122
370000,0.1,123
370000,0.1,160
370000,0.1,123
370000,0.1,115
370000,0.1,131
370000,0.1,134
370000,0.1,111
370000,0.1,114
370000,0.1,153
370000,0.1,121
370000,0.1,133
370000,0.1,120
370000,0.1,116
370000,0.1,127
370000,0.1,140
370000,0.1,150
370000,0.1,140
370000,0.1,116
370000,0.1,112
370000,0.1,140
370000,0.1,138
370000,0.1,121
370000,0.1,116
370000,0.1,120
370000,0.1,137
370000,0.1,124
370000,0.1,129
370000,0.1,146
370000,0.1,124
370000,0.1,148
370000,0.1,123
370000,0.1,119
370000,0.1,133
370000,0.1,121
370000,0.1,133
370000,0.1,110
370000,0.1,123
370000,0.1,138
370000,0.1,129
370000,0.1,117
370000,0.1,137
370000,0.1,121
370000,0.1,123
370000,0.1,109
370000,0.1,110
370000,0.1,123
370000,0.1,130
380000,0.1,166
380000,0.1,143
380000,0.1,131
380000,0.1,131
380000,0.1,113
380000,0.1,133
380000,0.1,146
380000,0.1,125
380000,0.1,124
380000,0.1,131
380000,0.1,122
380000,0.1,122
380000,0.1,123
380000,0.1,133
380000,0.1,121
380000,0.1,131
380000,0.1,142
380000,0.1,114
380000,0.1,132
380000,0.1,117
380000,0.1,134
380000,0.1,118
380000,0.1,119
380000,0.1,146
380000,0.1,125
380000,0.1,121
380000,0.1,112
380000,0.1,130
380000,0.1,130
380000,0.1,118
380000,0.1,149
380000,0.1,125
380000,0.1,120
380000,0.1,127
380000,0.1,131
380000,0.1,112
380000,0.1,124
380000,0.1,113
380000,0.1,128
380000,0.1,130
380000,0.1,126
380000,0.1,118
380000,0.1,117
380000,0.1,111
380000,0.1,126
380000,0.1,127
380000,0.1,129
380000,0.1,140
380000,0.1,133
380000,0.1,133
390000,0.1,124
390000,0.1,124
390000,0.1,120
390000,0.1,123
390000,0.1,118
390000,0.1,130
390000,0.1,122
390000,0.1,136
390000,0.1,122
390000,0.1,149
390000,0.1,121
390000,0.1,116
390000,0.1,132
390000,0.1,133
390000,0.1,126
390000,0.1,116
390000,0.1,129
390000,0.1,122
390000,0.1,107
390000,0.1,140
390000,0.1,128
390000,0.1,126
390000,0.1,120
390000,0.1,154
390000,0.1,125
390000,0.1,130
390000,0.1,124
390000,0.1,136
390000,0.1,112
390000,0.1,115
390000,0.1,125
390000,0.1,121
390000,0.1,124
390000,0.1,124
390000,0.1,130
390000,0.1,113
390000,0.1,126
390000,0.1,129
390000,0.1,126
390000,0.1,138
390000,0.1,133
390000,0.1,145
390000,0.1,122
390000,0.1,130
390000,0.1,111
390000,0.1,117
390000,0.1,134
390000,0.1,123
390000,0.1,130
390000,0.1,116
400000,0.1,117
400000,0.1,111
400000,0.1,109
400000,0.1,136
400000,0.1,150
400000,0.1,124
400000,0.1,147
400000,0.1,125
400000,0.1,127
400000,0.1,128
400000,0.1,111
400000,0.1,111
400000,0.1,133
400000,0.1,125
400000,0.1,116
400000,0.1,117
400000,0.1,117
400000,0.1,125
400000,0.1,126
400000,0.1,134
400000,0.1,138
400000,0.1,141
400000,0.1,165
400000,0.1,127
400000,0.1,126
400000,0.1,116
400000,0.1,116
400000,0.1,127
400000,0.1,125
400000,0.1,109
400000,0.1,123
400000,0.1,116
400000,0.1,143
400000,0.1,118
400000,0.1,133
400000,0.1,121
400000,0.1,143
400000,0.1,144
400000,0.1,122
400000,0.1,127
400000,0.1,119
400000,0.1,139
400000,0.1,134
400000,0.1,136
400000,0.1,141
400000,0.1,126
400000,0.1,107
400000,0.1,130
400000,0.1,119
400000,0.1,135
410000,0.1,167
410000,0.1,124
410000,0.1,124
410000,0.1,136
410000,0.1,140
410000,0.1,134
410000,0.1,123
410000,0.1,117
410000,0.1,116
410000,0.1,150
410000,0.1,114
410000,0.1,133
410000,0.1,140
410000,0.1,122
410000,0.1,120
410000,0.1,144
410000,0.1,119
410000,0.1,123
410000,0.1,119
410000,0.1,151
410000,0.1,138
410000,0.1,143
410000,0.1,125
410000,0.1,133
410000,0.1,126
410000,0.1,146
410000,0.1,129
410000,0.1,119
410000,0.1,122
410000,0.1,112
410000,0.1,124
410000,0.1,141
410000,0.1,120
410000,0.1,136
410000,0.1,118
410000,0.1,119
410000,0.1,117
410000,0.1,122
410000,0.1,127
410000,0.1,114
410000,0.1,149
410000,0.1,119
410000,0.1,109
410000,0.1,116
410000,0.1,129
410000,0.1,127
410000,0.1,126
410000,0.1,124
410000,0.1,111
410000,0.1,132
420000,0.1,113
420000,0.1,129
420000,0.1,132
420000,0.1,133
420000,0.1,120
420000,0.1,116
420000,0.1,123
420000,0.1,131
420000,0.1,116
420000,0.1,142
420000,0.1,154
420000,0.1,144
420000,0.1,137
420000,0.1,132
420000,0.1,132
420000,0.1,119
420000,0.1,131
420000,0.1,144
420000,0.1,124
420000,0.1,139
420000,0.1,149
420000,0.1,127
420000,0.1,114
420000,0.1,118
420000,0.1,129
420000,0.1,121
420000,0.1,149
420000,0.1,150
420000,0.1,130
420000,0.1,116
420000,0.1,120
420000,0.1,128
420000,0.1,123
420000,0.1,111
420000,0.1,128
420000,0.1,125
420000,0.1,121
420000,0.1,133
420000,0.1,167
420000,0.1,111
420000,0.1,138
420000,0.1,123
420000,0.1,122
420000,0.1,110
420000,0.1,139
420000,0.1,127
420000,0.1,115
420000,0.1,114
420000,0.1,124
420000,0.1,124
430000,0.1,143
430000,0.1,157
430000,0.1,127
430000,0.1,125
430000,0.1,125
430000,0.1,126
430000,0.1,115
430000,0.1,127
430000,0.1,128
430000,0.1,142
430000,0.1,157
430000,0.1,117
430000,0.1,122
430000,0.1,121
430000,0.1,123
430000,0.1,134
430000,0.1,128
430000,0.1,128
430000,0.1,115
430000,0.1,114
430000,0.1,115
430000,0.1,124
430000,0.1,136
430000,0.1,132
430000,0.1,112
430000,0.1,120
430000,0.1,128
430000,0.1,154
430000,0.1,122
430000,0.1,125
430000,0.1,130
430000,0.1,130
430000,0.1,126
430000,0.1,125
430000,0.1,124
430000,0.1,123
430000,0.1,121
430000,0.1,132
430000,0.1,147
430000,0.1,131
430000,0.1,123
430000,0.1,130
430000,0.1,128
430000,0.1,118
430000,0.1,120
430000,0.1,138
430000,0.1,113
430000,0.1,116
430000,0.1,119
430000,0.1,114
440000,0.1,124
440000,0.1,137
440000,0.1,141
440000,0.1,123
440000,0.1,148
440000,0.1,145
440000,0.1,133
440000,0.1,138
440000,0.1,112
440000,0.1,121
440000,0.1,119
440000,0.1,125
440000,0.1,124
440000,0.1,177
440000,0.1,132
440000,0.1,120
440000,0.1,134
440000,0.1,130
440000,0.1,123
440000,0.1,117
440000,0.1,119
440000,0.1,163
440000,0.1,127
440000,0.1,135
440000,0.1,132
440000,0.1,130
440000,0.1,134
440000,0.1,129
440000,0.1,159
440000,0.1,127
440000,0.1,114
440000,0.1,131
440000,0.1,135
440000,0.1,118
440000,0.1,121
440000,0.1,140
440000,0.1,140
440000,0.1,119
440000,0.1,147
440000,0.1,160
440000,0.1,150
440000,0.1,137
440000,0.1,114
440000,0.1,145
440000,0.1,131
440000,0.1,131
440000,0.1,132
440000,0.1,148
440000,0.1,130
440000,0.1,123
450000,0.1,126
450000,0.1,137
450000,0.1,177
450000,0.1,131
450000,0.1,119
450000,0.1,134
450000,0.1,117
450000,0.1,136
450000,0.1,160
450000,0.1,119
450000,0.1,126
450000,0.1,132
450000,0.1,131
450000,0.1,124
450000,0.1,113
450000,0.1,158
450000,0.1,120
450000,0.1,118
450000,0.1,137
450000,0.1,146
450000,0.1,124
450000,0.1,123
450000,0.1,125
450000,0.1,118
450000,0.1,181
450000,0.1,120
450000,0.1,145
450000,0.1,131
450000,0.1,117
450000,0.1,158
450000,0.1,133
450000,0.1,147
450000,0.1,126
450000,0.1,167
450000,0.1,136
450000,0.1,135
450000,0.1,129
450000,0.1,121
450000,0.1,115
450000,0.1,122
450000,0.1,117
450000,0.1,133
450000,0.1,123
450000,0.1,136
450000,0.1,125
450000,0.1,121
450000,0.1,110
450000,0.1,116
450000,0.1,126
450000,0.1,123
460000,0.1,122
460000,0.1,120
460000,0.1,125
460000,0.1,138
460000,0.1,135
460000,0.1,135
460000,0.1,117
460000,0.1,130
460000,0.1,126
460000,0.1,134
460000,0.1,138
460000,0.1,130
460000,0.1,124
460000,0.1,134
460000,0.1,122
460000,0.1,142
460000,0.1,132
460000,0.1,122
460000,0.1,129
460000,0.1,113
460000,0.1,121
460000,0.1,134
460000,0.1,127
460000,0.1,143
460000,0.1,123
460000,0.1,128
460000,0.1,124
460000,0.1,117
460000,0.1,134
460000,0.1,142
460000,0.1,129
460000,0.1,108
460000,0.1,122
460000,0.1,115
460000,0.1,133
460000,0.1,129
460000,0.1,123
460000,0.1,124
460000,0.1,123
460000,0.1,146
460000,0.1,128
460000,0.1,130
460000,0.1,132
460000,0.1,129
460000,0.1,130
460000,0.1,138
460000,0.1,127
460000,0.1,139
460000,0.1,116
460000,0.1,117
470000,0.1,122
470000,0.1,128
470000,0.1,156
470000,0.1,142
470000,0.1,124
470000,0.1,128
470000,0.1,127
470000,0.1,131
470000,0.1,133
470000,0.1,123
470000,0.1,147
470000,0.1,135
470000,0.1,128
470000,0.1,124
470000,0.1,108
470000,0.1,120
470000,0.1,132
470000,0.1,125
470000,0.1,145
470000,0.1,143
470000,0.1,134
470000,0.1,130
470000,0.1,135
470000,0.1,118
470000,0.1,140
470000,0.1,138
470000,0.1,115
470000,0.1,131
470000,0.1,113
470000,0.1,122
470000,0.1,130
470000,0.1,123
470000,0.1,122
470000,0.1,120
470000,0.1,127
470000,0.1,129
470000,0.1,139
470000,0.1,148
470000,0.1,143
470000,0.1,140
470000,0.1,115
470000,0.1,134
470000,0.1,126
470000,0.1,129
470000,0.1,111
470000,0.1,121
470000,0.1,122
470000,0.1,140
470000,0.1,130
470000,0.1,135
480000,0.1,132
480000,0.1,127
480000,0.1,147
480000,0.1,138
480000,0.1,122
480000,0.1,144
480000,0.1,126
480000,0.1,168
480000,0.1,141
480000,0.1,154
480000,0.1,128
480000,0.1,124
480000,0.1,151
480000,0.1,156
480000,0.1,117
480000,0.1,125
480000,0.1,125
480000,0.1,132
480000,0.1,121
480000,0.1,115
480000,0.1,126
480000,0.1,136
480000,0.1,136
480000,0.1,135
480000,0.1,141
480000,0.1,136
480000,0.1,134
480000,0.1,121
480000,0.1,132
480000,0.1,122
480000,0.1,119
480000,0.1,137
480000,0.1,152
480000,0.1,128
480000,0.1,135
480000,0.1,121
480000,0.1,137
480000,0.1,127
480000,0.1,135
480000,0.1,147
480000,0.1,147
480000,0.1,124
480000,0.1,118
480000,0.1,126
480000,0.1,121
480000,0.1,137
480000,0.1,143
480000,0.1,126
480000,0.1,131
480000,0.1,146
490000,0.1,120
490000,0.1,121
490000,0.1,119
490000,0.1,121
490000,0.1,117
490000,0.1,133
490000,0.1,109
490000,0.1,116
490000,0.1,127
490000,0.1,166
490000,0.1,137
490000,0.1,143
490000,0.1,121
490000,0.1,140
490000,0.1,139
490000,0.1,128
490000,0.1,120
490000,0.1,126
490000,0.1,123
490000,0.1,115
490000,0.1,149
490000,0.1,128
490000,0.1,132
490000,0.1,139
490000,0.1,122
490000,0.1,136
490000,0.1,109
490000,0.1,117
490000,0.1,119
490000,0.1,112
490000,0.1,131
490000,0.1,123
490000,0.1,140
490000,0.1,127
490000,0.1,133
490000,0.1,132
490000,0.1,135
490000,0.1,114
490000,0.1,120
490000,0.1,131
490000,0.1,124
490000,0.1,147
490000,0.1,124
490000,0.1,135
490000,0.1,129
490000,0.1,114
490000,0.1,123
490000,0.1,112
490000,0.1,151
490000,0.1,130
500000,0.1,152
500000,0.1,123
500000,0.1,151
500000,0.1,132
500000,0.1,121
500000,0.1,138
500000,0.1,139
500000,0.1,118
500000,0.1,135
500000,0.1,133
500000,0.1,141
500000,0.1,141
500000,0.1,126
500000,0.1,121
500000,0.1,122
500000,0.1,126
500000,0.1,122
500000,0.1,140
500000,0.1,137
500000,0.1,128
500000,0.1,125
500000,0.1,120
500000,0.1,123
500000,0.1,132
500000,0.1,114
500000,0.1,119
500000,0.1,119
500000,0.1,123
500000,0.1,130
500000,0.1,124
500000,0.1,119
500000,0.1,142
500000,0.1,126
500000,0.1,126
500000,0.1,142
500000,0.1,144
500000,0.1,113
500000,0.1,122
500000,0.1,138
500000,0.1,148
500000,0.1,148
500000,0.1,124
500000,0.1,136
500000,0.1,131
500000,0.1,124
500000,0.1,117
500000,0.1,120
500000,0.1,114
500000,0.1,124
500000,0.1,140
510000,0.1,134
510000,0.1,137
510000,0.1,113
510000,0.1,150
510000,0.1,146
510000,0.1,158
510000,0.1,147
510000,0.1,132
510000,0.1,138
510000,0.1,159
510000,0.1,120
510000,0.1,120
510000,0.1,125
510000,0.1,126
510000,0.1,142
510000,0.1,125
510000,0.1,126
510000,0.1,115
510000,0.1,126
510000,0.1,142
510000,0.1,124
510000,0.1,126
510000,0.1,122
510000,0.1,123
510000,0.1,124
510000,0.1,123
510000,0.1,130
510000,0.1,135
510000,0.1,130
510000,0.1,145
510000,0.1,133
510000,0.1,138
510000,0.1,119
510000,0.1,144
510000,0.1,136
510000,0.1,124
510000,0.1,134
510000,0.1,137
510000,0.1,120
510000,0.1,131
510000,0.1,126
510000,0.1,130
510000,0.1,143
510000,0.1,118
510000,0.1,136
510000,0.1,137
510000,0.1,111
510000,0.1,124
510000,0.1,123
510000,0.1,138
520000,0.1,119
520000,0.1,133
520000,0.1,121
520000,0.1,133
520000,0.1,122
520000,0.1,131
520000,0.1,125
520000,0.1,132
520000,0.1,140
520000,0.1,122
520000,0.1,138
520000,0.1,126
520000,0.1,127
520000,0.1,143
520000,0.1,119
520000,0.1,174
520000,0.1,145
520000,0.1,140
520000,0.1,123
520000,0.1,136
520000,0.1,151
520000,0.1,136
520000,0.1,116
520000,0.1,137
520000,0.1,123
520000,0.1,139
520000,0.1,125
520000,0.1,124
520000,0.1,135
520000,0.1,182
520000,0.1,142
520000,0.1,150
520000,0.1,131
520000,0.1,126
520000,0.1,152
520000,0.1,116
520000,0.1,127
520000,0.1,127
520000,0.1,125
520000,0.1,128
520000,0.1,124
520000,0.1,119
520000,0.1,138
520000,0.1,148
520000,0.1,127
520000,0.1,123
520000,0.1,137
520000,0.1,149
520000,0.1,129
520000,0.1,131
530000,0.1,137
530000,0.1,124
530000,0.1,132
530000,0.1,128
530000,0.1,130
530000,0.1,135
530000,0.1,120
530000,0.1,120
530000,0.1,133
530000,0.1,123
530000,0.1,127
530000,0.1,122
530000,0.1,130
530000,0.1,141
530000,0.1,127
530000,0.1,111
530000,0.1,125
530000,0.1,133
530000,0.1,126
530000,0.1,122
530000,0.1,129
530000,0.1,119
530000,0.1,128
530000,0.1,129
530000,0.1,126
530000,0.1,132
530000,0.1,120
530000,0.1,128
530000,0.1,139
530000,0.1,137
530000,0.1,148
530000,0.1,129
530000,0.1,131
530000,0.1,132
530000,0.1,123
530000,0.1,129
530000,0.1,131
530000,0.1,123
530000,0.1,137
530000,0.1,152
530000,0.1,124
530000,0.1,149
530000,0.1,135
530000,0.1,124
530000,0.1,115
530000,0.1,139
530000,0.1,133
530000,0.1,122
530000,0.1,133
530000,0.1,113
540000,0.1,135
540000,0.1,133
540000,0.1,142
540000,0.1,117
540000,0.1,149
540000,0.1,120
540000,0.1,158
540000,0.1,126
540000,0.1,159
540000,0.1,150
540000,0.1,122
540000,0.1,142
540000,0.1,145
540000,0.1,162
540000,0.1,138
540000,0.1,125
540000,0.1,135
540000,0.1,150
540000,0.1,124
540000,0.1,140
540000,0.1,135
540000,0.1,116
540000,0.1,150
540000,0.1,137
540000,0.1,129
540000,0.1,133
540000,0.1,118
540000,0.1,154
540000,0.1,136
540000,0.1,120
540000,0.1,124
540000,0.1,156
540000,0.1,126
540000,0.1,122
540000,0.1,118
540000,0.1,129
540000,0.1,136
540000,0.1,124
540000,0.1,115
540000,0.1,124
540000,0.1,117
540000,0.1,134
540000,0.1,121
540000,0.1,143
540000,0.1,128
540000,0.1,119
540000,0.1,118
540000,0.1,109
540000,0.1,125
540000,0.1,129
550000,0.1,130
550000,0.1,120
550000,0.1,124
550000,0.1,134
550000,0.1,129
550000,0.1,143
550000,0.1,121
550000,0.1,131
550000,0.1,137
550000,0.1,162
550000,0.1,125
550000,0.1,124
550000,0.1,116
550000,0.1,139
550000,0.1,116
550000,0.1,123
550000,0.1,131
550000,0.1,122
550000,0.1,137
550000,0.1,123
550000,0.1,119
550000,0.1,166
550000,0.1,134
550000,0.1,129
550000,0.1,130
550000,0.1,134
550000,0.1,149
550000,0.1,123
550000,0.1,128
550000,0.1,157
550000,0.1,135
550000,0.1,118
550000,0.1,140
550000,0.1,139
550000,0.1,168
550000,0.1,132
550000,0.1,151
550000,0.1,142
550000,0.1,130
550000,0.1,135
550000,0.1,156
550000,0.1,123
550000,0.1,117
550000,0.1,119
550000,0.1,118
550000,0.1,138
550000,0.1,131
550000,0.1,138
550000,0.1,143
550000,0.1,131
560000,0.1,121
560000,0.1,129
560000,0.1,114
560000,0.1,123
560000,0.1,129
560000,0.1,128
560000,0.1,151
560000,0.1,133
560000,0.1,128
560000,0.1,122
560000,0.1,145
560000,0.1,160
560000,0.1,116
560000,0.1,132
560000,0.1,113
560000,0.1,128
560000,0.1,147
560000,0.1,121
560000,0.1,116
560000,0.1,123
560000,0.1,127
560000,0.1,115
560000,0.1,125
560000,0.1,115
560000,0.1,125
560000,0.1,140
560000,0.1,116
560000,0.1,119
560000,0.1,124
560000,0.1,131
560000,0.1,143
560000,0.1,118
560000,0.1,131
560000,0.1,133
560000,0.1,116
560000,0.1,126
560000,0.1,133
560000,0.1,132
560000,0.1,147
560000,0.1,123
560000,0.1,131
560000,0.1,137
560000,0.1,132
560000,0.1,126
560000,0.1,116
560000,0.1,135
560000,0.1,121
560000,0.1,126
560000,0.1,142
560000,0.1,118
570000,0.1,126
570000,0.1,134
570000,0.1,143
570000,0.1,134
570000,0.1,133
570000,0.1,134
570000,0.1,134
570000,0.1,126
570000,0.1,116
570000,0.1,124
570000,0.1,145
570000,0.1,133
570000,0.1,136
570000,0.1,137
570000,0.1,121
570000,0.1,120
570000,0.1,157
570000,0.1,140
570000,0.1,125
570000,0.1,127
570000,0.1,133
570000,0.1,123
570000,0.1,126
570000,0.1,136
570000,0.1,139
570000,0.1,129
570000,0.1,129
570000,0.1,123
570000,0.1,149
570000,0.1,126
570000,0.1,129
570000,0.1,116
570000,0.1,133
570000,0.1,132
570000,0.1,119
570000,0.1,120
570000,0.1,133
570000,0.1,120
570000,0.1,137
570000,0.1,145
570000,0.1,127
570000,0.1,128
570000,0.1,122
570000,0.1,122
570000,0.1,123
570000,0.1,123
570000,0.1,142
570000,0.1,120
570000,0.1,129
570000,0.1,131
580000,0.1,137
580000,0.1,138
580000,0.1,126
580000,0.1,114
580000,0.1,123
580000,0.1,151
580000,0.1,135
580000,0.1,133
580000,0.1,134
580000,0.1,125
580000,0.1,137
580000,0.1,141
580000,0.1,135
580000,0.1,155
580000,0.1,120
580000,0.1,139
580000,0.1,146
580000,0.1,141
580000,0.1,126
580000,0.1,116
580000,0.1,120
580000,0.1,119
580000,0.1,137
580000,0.1,132
580000,0.1,122
580000,0.1,120
580000,0.1,120
580000,0.1,116
580000,0.1,129
580000,0.1,119
580000,0.1,128
580000,0.1,115
580000,0.1,138
580000,0.1,147
580000,0.1,124
580000,0.1,139
580000,0.1,140
580000,0.1,131
580000,0.1,138
580000,0.1,135
580000,0.1,131
580000,0.1,143
580000,0.1,163
580000,0.1,144
580000,0.1,168
580000,0.1,125
580000,0.1,145
580000,0.1,138
580000,0.1,124
580000,0.1,137
590000,0.1,124
590000,0.1,117
590000,0.1,145
590000,0.1,132
590000,0.1,163
590000,0.1,157
590000,0.1,129
590000,0.1,114
590000,0.1,118
590000,0.1,132
590000,0.1,120
590000,0.1,137
590000,0.1,118
590000,0.1,119
590000,0.1,153
590000,0.1,141
590000,0.1,131
590000,0.1,126
590000,0.1,135
590000,0.1,158
590000,0.1,140
590000,0.1,140
590000,0.1,150
590000,0.1,133
590000,0.1,135
590000,0.1,138
590000,0.1,130
590000,0.1,131
590000,0.1,141
590000,0.1,152
590000,0.1,132
590000,0.1,130
590000,0.1,114
590000,0.1,126
590000,0.1,165
590000,0.1,127
590000,0.1,130
590000,0.1,139
590000,0.1,119
590000,0.1,111
590000,0.1,126
590000,0.1,148
590000,0.1,138
590000,0.1,121
590000,0.1,150
590000,0.1,137
590000,0.1,134
590000,0.1,126
590000,0.1,146
590000,0.1,130
600000,0.1,139
600000,0.1,136
600000,0.1,134
600000,0.1,127
600000,0.1,128
600000,0.1,154
600000,0.1,134
600000,0.1,119
600000,0.1,131
600000,0.1,129
600000,0.1,134
600000,0.1,120
600000,0.1,135
600000,0.1,118
600000,0.1,129
600000,0.1,137
600000,0.1,135
600000,0.1,139
600000,0.1,119
600000,0.1,128
600000,0.1,140
600000,0.1,119
600000,0.1,131
600000,0.1,122
600000,0.1,145
600000,0.1,114
600000,0.1,126
600000,0.1,123
600000,0.1,128
600000,0.1,136
600000,0.1,123
600000,0.1,114
600000,0.1,121
600000,0.1,126
600000,0.1,123
600000,0.1,113
600000,0.1,147
600000,0.1,115
600000,0.1,130
600000,0.1,123
600000,0.1,131
600000,0.1,133
600000,0.1,135
600000,0.1,133
600000,0.1,123
600000,0.1,149
600000,0.1,122
600000,0.1,129
600000,0.1,135
600000,0.1,133
610000,0.1,150
610000,0.1,152
610000,0.1,132
610000,0.1,127
610000,0.1,123
610000,0.1,124
610000,0.1,125
610000,0.1,127
610000,0.1,125
610000,0.1,129
610000,0.1,179
610000,0.1,137
610000,0.1,140
610000,0.1,137
610000,0.1,118
610000,0.1,137
610000,0.1,129
610000,0.1,124
610000,0.1,118
610000,0.1,129
610000,0.1,137
610000,0.1,139
610000,0.1,120
610000,0.1,138
610000,0.1,132
610000,0.1,125
610000,0.1,139
610000,0.1,136
610000,0.1,155
610000,0.1,130
610000,0.1,124
610000,0.1,124
610000,0.1,142
610000,0.1,122
610000,0.1,142
610000,0.1,132
610000,0.1,132
610000,0.1,131
610000,0.1,144
610000,0.1,130
610000,0.1,127
610000,0.1,141
610000,0.1,130
610000,0.1,139
610000,0.1,133
610000,0.1,151
610000,0.1,140
610000,0.1,132
610000,0.1,125
610000,0.1,134
620000,0.1,151
620000,0.1,126
620000,0.1,124
620000,0.1,148
620000,0.1,139
620000,0.1,109
620000,0.1,123
620000,0.1,137
620000,0.1,119
620000,0.1,128
620000,0.1,132
620000,0.1,114
620000,0.1,152
620000,0.1,157
620000,0.1,121
620000,0.1,137
620000,0.1,131
620000,0.1,117
620000,0.1,120
620000,0.1,110
620000,0.1,130
620000,0.1,137
620000,0.1,131
620000,0.1,136
620000,0.1,135
620000,0.1,125
620000,0.1,143
620000,0.1,128
620000,0.1,156
620000,0.1,146
620000,0.1,117
620000,0.1,133
620000,0.1,122
620000,0.1,135
620000,0.1,141
620000,0.1,124
620000,0.1,125
620000,0.1,118
620000,0.1,152
620000,0.1,133
620000,0.1,113
620000,0.1,143
620000,0.1,120
620000,0.1,129
620000,0.1,142
620000,0.1,124
620000,0.1,139
620000,0.1,127
620000,0.1,142
620000,0.1,138
630000,0.1,114
630000,0.1,114
630000,0.1,127
630000,0.1,141
630000,0.1,125
