n,cmp,s
100,2506,2407
100,2634,2535
100,2370,2271
100,2631,2532
100,2353,2254
100,2752,2653
100,2535,2436
100,2529,2430
100,2408,2309
100,2671,2572
100,2570,2471
100,2463,2364
100,2579,2480
100,2442,2343
100,2334,2235
100,2618,2519
100,2679,2580
100,2541,2442
100,2329,2230
100,2973,2874
100,2493,2394
100,2343,2244
100,2337,2238
100,2580,2481
100,2459,2360
100,2739,2640
100,2701,2602
100,2449,2350
100,2606,2507
100,2287,2188
100,2630,2531
100,2623,2524
100,2301,2202
100,2714,2615
100,2899,2800
100,2394,2295
100,2291,2192
100,2456,2357
100,2603,2504
100,2336,2237
100,2683,2584
100,2582,2483
100,2506,2407
100,2655,2556
100,2180,2081
100,2709,2610
100,2972,2873
100,2674,2575
100,2614,2515
100,2502,2403
200,9693,9494
200,10123,9924
200,10786,10587
200,10050,9851
200,9137,8938
200,9975,9776
200,9364,9165
200,9713,9514
200,9695,9496
200,9493,9294
200,10526,10327
200,9887,9688
200,10489,10290
200,10475,10276
200,9277,9078
200,9462,9263
200,9816,9617
200,10017,9818
200,9457,9258
200,10071,9872
200,9886,9687
200,10606,10407
200,9777,9578
200,10309,10110
200,8806,8607
200,9792,9593
200,10229,10030
200,10357,10158
200,9727,9528
200,10731,10532
200,9950,9751
200,10174,9975
200,10352,10153
200,9161,8962
200,10139,9940
200,9755,9556
200,10091,9892
200,9969,9770
200,9886,9687
200,9971,9772
200,9469,9270
200,10221,10022
200,10143,9944
200,10284,10085
200,10427,10228
200,10623,10424
200,9763,9564
200,10252,10053
200,9493,9294
200,10152,9953
300,22990,22691
300,23977,23678
300,22530,22231
300,22588,22289
300,22320,22021
300,23314,23015
300,22160,21861
300,24034,23735
300,23253,22954
300,23371,23072
300,21041,20742
300,22301,22002
300,21993,21694
300,21912,21613
300,21849,21550
300,21815,21516
300,23375,23076
300,23486,23187
300,22886,22587
300,22529,22230
300,22988,22689
300,23694,23395
300,22254,21955
300,23679,23380
300,21946,21647
300,22220,21921
300,22539,22240
300,22156,21857
300,23601,23302
300,23211,22912
300,22677,22378
300,22688,22389
300,23622,23323
300,21627,21328
300,24317,24018
300,21698,21399
300,20951,20652
300,23755,23456
300,23884,23585
300,23520,23221
300,20863,20564
300,23499,23200
300,22284,21985
300,22447,22148
300,22961,22662
300,22223,21924
300,22960,22661
300,22428,22129
300,21144,20845
300,23072,22773
400,40227,39828
400,42266,41867
400,37589,37190
400,40563,40164
400,40688,40289
400,38372,37973
400,39819,39420
400,38231,37832
400,41572,41173
400,37664,37265
400,38894,38495
400,36428,36029
400,40005,39606
400,42761,42362
400,39891,39492
400,40000,39601
400,40730,40331
400,37890,37491
400,40586,40187
400,40879,40480
400,40137,39738
400,41104,40705
400,41460,41061
400,38275,37876
400,42396,41997
400,41179,40780
400,40487,40088
400,41885,41486
400,39426,39027
400,40914,40515
400,41292,40893
400,39921,39522
400,37577,37178
400,38635,38236
400,38649,38250
400,39042,38643
400,42456,42057
400,40772,40373
400,39644,39245
400,41642,41243
400,41391,40992
400,40147,39748
400,38578,38179
400,38783,38384
400,40311,39912
400,41217,40818
400,38738,38339
400,41779,41380
400,40492,40093
400,39194,38795
500,59129,58630
500,61057,60558
500,61417,60918
500,58750,58251
500,62590,62091
500,63968,63469
500,62426,61927
500,65073,64574
500,66210,65711
500,62746,62247
500,62460,61961
500,64006,63507
500,61772,61273
500,63088,62589
500,63050,62551
500,62563,62064
500,60940,60441
500,63581,63082
500,62245,61746
500,60258,59759
500,62515,62016
500,58381,57882
500,62423,61924
500,62473,61974
500,61125,60626
500,65612,65113
500,59638,59139
500,60520,60021
500,63170,62671
500,63250,62751
500,60550,60051
500,61778,61279
500,61805,61306
500,58794,58295
500,61597,61098
500,61742,61243
500,66880,66381
500,67478,66979
500,61671,61172
500,64481,63982
500,61805,61306
500,62896,62397
500,63086,62587
500,63374,62875
500,64091,63592
500,64802,64303
500,64040,63541
500,63330,62831
500,63019,62520
500,62850,62351
600,91335,90736
600,93230,92631
600,88515,87916
600,89823,89224
600,87354,86755
600,92443,91844
600,92356,91757
600,87902,87303
600,90827,90228
600,90108,89509
600,92309,91710
600,88175,87576
600,92784,92185
600,92315,91716
600,89843,89244
600,85942,85343
600,91507,90908
600,91985,91386
600,88263,87664
600,89075,88476
600,88484,87885
600,89210,88611
600,91965,91366
600,89568,88969
600,89164,88565
600,91597,90998
600,88212,87613
600,91557,90958
600,89302,88703
600,90768,90169
600,91949,91350
600,89106,88507
600,87651,87052
600,93454,92855
600,89262,88663
600,90287,89688
600,91187,90588
600,90831,90232
600,88205,87606
600,86829,86230
600,90795,90196
600,92066,91467
600,88396,87797
600,91313,90714
600,92355,91756
600,88657,88058
600,91029,90430
600,91273,90674
600,89673,89074
600,90348,89749
700,122057,121358
700,127943,127244
700,126996,126297
700,123936,123237
700,126159,125460
700,125181,124482
700,118730,118031
700,123217,122518
700,120306,119607
700,119470,118771
700,124760,124061
700,122761,122062
700,123299,122600
700,119878,119179
700,121003,120304
700,125557,124858
700,123873,123174
700,126935,126236
700,119587,118888
700,123138,122439
700,121215,120516
700,126085,125386
700,116839,116140
700,124730,124031
700,122049,121350
700,123628,122929
700,126019,125320
700,124015,123316
700,120356,119657
700,123230,122531
700,128497,127798
700,121418,120719
700,125804,125105
700,117750,117051
700,120170,119471
700,123391,122692
700,119911,119212
700,119502,118803
700,125628,124929
700,125272,124573
700,120487,119788
700,119908,119209
700,122677,121978
700,119084,118385
700,121786,121087
700,119975,119276
700,122051,121352
700,119025,118326
700,123233,122534
700,122310,121611
800,163460,162661
800,157621,156822
800,160924,160125
800,165796,164997
800,157093,156294
800,159309,158510
800,160404,159605
800,158104,157305
800,164611,163812
800,160196,159397
800,158184,157385
800,161612,160813
800,165484,164685
800,165005,164206
800,163627,162828
800,155579,154780
800,161265,160466
800,158154,157355
800,159749,158950
800,156757,155958
800,164678,163879
800,164073,163274
800,156943,156144
800,152323,151524
800,162101,161302
800,150417,149618
800,161432,160633
800,160811,160012
800,160241,159442
800,157168,156369
800,160911,160112
800,155165,154366
800,160788,159989
800,156873,156074
800,158567,157768
800,153230,152431
800,160210,159411
800,152902,152103
800,159730,158931
800,158067,157268
800,159852,159053
800,166147,165348
800,161050,160251
800,161881,161082
800,160594,159795
800,159611,158812
800,156644,155845
800,152155,151356
800,153213,152414
800,168622,167823
900,201233,200334
900,207961,207062
900,199607,198708
900,207936,207037
900,202644,201745
900,200273,199374
900,201747,200848
900,206584,205685
900,196321,195422
900,202598,201699
900,205587,204688
900,196382,195483
900,196624,195725
900,200682,199783
900,205561,204662
900,201743,200844
900,210283,209384
900,203136,202237
900,197783,196884
900,201550,200651
900,200228,199329
900,199754,198855
900,203590,202691
900,201637,200738
900,204008,203109
900,210101,209202
900,196831,195932
900,201801,200902
900,203849,202950
900,207686,206787
900,196368,195469
900,202215,201316
900,201222,200323
900,209725,208826
900,201534,200635
900,202190,201291
900,203388,202489
900,198350,197451
900,204420,203521
900,199183,198284
900,208691,207792
900,209339,208440
900,206268,205369
900,187247,186348
900,202088,201189
900,205952,205053
900,199459,198560
900,201400,200501
900,197204,196305
900,198167,197268
1000,246249,245250
1000,249632,248633
1000,250358,249359
1000,251932,250933
1000,254939,253940
1000,257102,256103
1000,255766,254767
1000,244895,243896
1000,246040,245041
1000,244530,243531
1000,250511,249512
1000,249627,248628
1000,253973,252974
1000,250010,249011
1000,245026,244027
1000,250093,249094
1000,252179,251180
1000,248807,247808
1000,255129,254130
1000,243368,242369
1000,251984,250985
1000,252808,251809
1000,244389,243390
1000,245716,244717
1000,242429,241430
1000,249901,248902
1000,255465,254466
1000,253784,252785
1000,238041,237042
1000,248114,247115
1000,248337,247338
1000,248285,247286
1000,254443,253444
1000,250218,249219
1000,247458,246459
1000,252600,251601
1000,251416,250417
1000,252687,251688
1000,250404,249405
1000,243801,242802
1000,257890,256891
1000,255766,254767
1000,238567,237568
1000,255703,254704
1000,246107,245108
1000,248440,247441
1000,247825,246826
1000,244529,243530
1000,259755,258756
1000,254861,253862
1100,303070,301971
1100,304753,303654
1100,306903,305804
1100,313272,312173
1100,305628,304529
1100,304885,303786
1100,305218,304119
1100,308980,307881
1100,303993,302894
1100,301951,300852
1100,301767,300668
1100,308708,307609
1100,299571,298472
1100,305883,304784
1100,295641,294542
1100,318832,317733
1100,297610,296511
1100,302659,301560
1100,309163,308064
1100,309048,307949
1100,310623,309524
1100,305489,304390
1100,298507,297408
1100,309097,307998
1100,300468,299369
1100,302379,301280
1100,308197,307098
1100,308224,307125
1100,301037,299938
1100,298340,297241
1100,303024,301925
1100,298405,297306
1100,303202,302103
1100,308353,307254
1100,305508,304409
1100,295763,294664
1100,313427,312328
1100,306922,305823
1100,296309,295210
1100,301779,300680
1100,304038,302939
1100,312937,311838
1100,300733,299634
1100,301987,300888
1100,296589,295490
1100,291677,290578
1100,306841,305742
1100,292241,291142
1100,300236,299137
1100,294281,293182
1200,363335,362136
1200,371131,369932
1200,374023,372824
1200,359227,358028
1200,344281,343082
1200,359428,358229
1200,354902,353703
1200,370904,369705
1200,360941,359742
1200,352257,351058
1200,354742,353543
1200,366841,365642
1200,362721,361522
1200,364198,362999
1200,362767,361568
1200,364939,363740
1200,373522,372323
1200,354659,353460
1200,365892,364693
1200,357208,356009
1200,367688,366489
1200,362576,361377
1200,363090,361891
1200,373593,372394
1200,373666,372467
1200,358553,357354
1200,356984,355785
1200,365960,364761
1200,361705,360506
1200,366064,364865
1200,356303,355104
1200,358834,357635
1200,355836,354637
1200,378080,376881
1200,352470,351271
1200,355923,354724
1200,369915,368716
1200,359904,358705
1200,352728,351529
1200,374177,372978
1200,357494,356295
1200,358234,357035
1200,357875,356676
1200,353779,352580
1200,354583,353384
1200,364255,363056
1200,374040,372841
1200,368647,367448
1200,362909,361710
1200,358445,357246
1300,419119,417820
1300,425830,424531
1300,404880,403581
1300,427661,426362
1300,414843,413544
1300,418150,416851
1300,413920,412621
1300,417559,416260
1300,427204,425905
1300,421101,419802
1300,438683,437384
1300,409141,407842
1300,421735,420436
1300,417701,416402
1300,414578,413279
1300,427979,426680
1300,426073,424774
1300,415644,414345
1300,422034,420735
1300,428946,427647
1300,412246,410947
1300,426563,425264
1300,436048,434749
1300,428811,427512
1300,419526,418227
1300,421565,420266
1300,423100,421801
1300,418683,417384
1300,435159,433860
1300,427330,426031
1300,413378,412079
1300,427026,425727
1300,410256,408957
1300,419693,418394
1300,405256,403957
1300,411810,410511
1300,420322,419023
1300,436199,434900
1300,410521,409222
1300,433327,432028
1300,423507,422208
1300,415859,414560
1300,431586,430287
1300,423488,422189
1300,423594,422295
1300,424368,423069
1300,427271,425972
1300,428423,427124
1300,429866,428567
1300,415178,413879
1400,488220,486821
1400,487576,486177
1400,496406,495007
1400,489087,487688
1400,496341,494942
1400,486121,484722
1400,480740,479341
1400,496803,495404
1400,487379,485980
1400,502762,501363
1400,490163,488764
1400,501511,500112
1400,495165,493766
1400,498528,497129
1400,479995,478596
1400,498173,496774
1400,501212,499813
1400,489832,488433
1400,473503,472104
1400,480024,478625
1400,487423,486024
1400,491827,490428
1400,491095,489696
1400,505434,504035
1400,487387,485988
1400,503185,501786
1400,491892,490493
1400,491391,489992
1400,492570,491171
1400,488298,486899
1400,493028,491629
1400,487887,486488
1400,485981,484582
1400,483413,482014
1400,486579,485180
1400,495839,494440
1400,504074,502675
1400,499463,498064
1400,500543,499144
1400,497807,496408
1400,499953,498554
1400,494755,493356
1400,464251,462852
1400,495989,494590
1400,495516,494117
1400,486672,485273
1400,494946,493547
1400,492887,491488
1400,492310,490911
1400,492118,490719
1500,566945,565446
1500,569884,568385
1500,562401,560902
1500,554695,553196
1500,564992,563493
1500,558212,556713
1500,565054,563555
1500,551907,550408
1500,572829,571330
1500,581537,580038
1500,548722,547223
1500,554358,552859
1500,557713,556214
1500,541280,539781
1500,570830,569331
1500,559425,557926
1500,559437,557938
1500,561438,559939
1500,564281,562782
1500,564097,562598
1500,565450,563951
1500,572363,570864
1500,555947,554448
1500,568803,567304
1500,568392,566893
1500,557646,556147
1500,547478,545979
1500,576195,574696
1500,559059,557560
1500,561027,559528
1500,562072,560573
1500,549552,548053
1500,570163,568664
1500,562451,560952
1500,570829,569330
1500,586571,585072
1500,570166,568667
1500,548873,547374
1500,576084,574585
1500,560081,558582
1500,563956,562457
1500,566889,565390
1500,544453,542954
1500,558114,556615
1500,557653,556154
1500,566352,564853
1500,582733,581234
1500,564364,562865
1500,563188,561689
1500,533004,531505
1600,639411,637812
1600,644200,642601
1600,628216,626617
1600,658885,657286
1600,647659,646060
1600,635824,634225
1600,625721,624122
1600,635723,634124
1600,644058,642459
1600,641109,639510
1600,635021,633422
1600,656174,654575
1600,647503,645904
1600,647671,646072
1600,655326,653727
1600,627666,626067
1600,626133,624534
1600,648267,646668
1600,641199,639600
1600,639351,637752
1600,633273,631674
1600,627102,625503
1600,640431,638832
1600,638837,637238
1600,627238,625639
1600,645011,643412
1600,649593,647994
1600,624133,622534
1600,637750,636151
1600,628648,627049
1600,631046,629447
1600,633846,632247
1600,645748,644149
1600,640839,639240
1600,646843,645244
1600,633021,631422
1600,640593,638994
1600,636347,634748
1600,647655,646056
1600,662410,660811
1600,652041,650442
1600,644805,643206
1600,637635,636036
1600,639677,638078
1600,657874,656275
1600,642960,641361
1600,640338,638739
1600,648213,646614
1600,617818,616219
1600,613102,611503
1700,716064,714365
1700,720367,718668
1700,721172,719473
1700,719164,717465
1700,738618,736919
1700,716777,715078
1700,710973,709274
1700,724638,722939
1700,732447,730748
1700,737769,736070
1700,712804,711105
1700,730907,729208
1700,731551,729852
1700,726324,724625
1700,735215,733516
1700,712454,710755
1700,719954,718255
1700,724235,722536
1700,732677,730978
1700,719296,717597
1700,712427,710728
1700,725586,723887
1700,741606,739907
1700,722860,721161
1700,692779,691080
1700,716464,714765
1700,703060,701361
1700,721658,719959
1700,737421,735722
1700,725547,723848
1700,749426,747727
1700,730456,728757
1700,697828,696129
1700,735043,733344
1700,739490,737791
1700,694047,692348
1700,723142,721443
1700,728769,727070
1700,735872,734173
1700,713203,711504
1700,728302,726603
1700,733652,731953
1700,719407,717708
1700,714259,712560
1700,720249,718550
1700,728968,727269
1700,727451,725752
1700,726939,725240
1700,715733,714034
1700,736818,735119
1800,827781,825982
1800,811584,809785
1800,809275,807476
1800,816898,815099
1800,820780,818981
1800,816136,814337
1800,820849,819050
1800,788772,786973
1800,828438,826639
1800,820928,819129
1800,824894,823095
1800,803930,802131
1800,815111,813312
1800,807540,805741
1800,786514,784715
1800,825796,823997
1800,833660,831861
1800,812340,810541
1800,803353,801554
1800,807085,805286
1800,819763,817964
1800,813638,811839
1800,811024,809225
1800,823595,821796
1800,800673,798874
1800,833439,831640
1800,814984,813185
1800,804816,803017
1800,811871,810072
1800,813670,811871
1800,798318,796519
1800,830146,828347
1800,802140,800341
1800,811470,809671
1800,805623,803824
1800,813533,811734
1800,806249,804450
1800,799159,797360
1800,807959,806160
1800,800827,799028
1800,828940,827141
1800,823390,821591
1800,824384,822585
1800,817088,815289
1800,821322,819523
1800,803882,802083
1800,810241,808442
1800,808148,806349
1800,806689,804890
1800,805084,803285
1900,909739,907840
1900,882538,880639
1900,873431,871532
1900,908349,906450
1900,894372,892473
1900,918291,916392
1900,903384,901485
1900,915049,913150
1900,900739,898840
1900,932427,930528
1900,903643,901744
1900,887533,885634
1900,904200,902301
1900,908518,906619
1900,921920,920021
1900,892985,891086
1900,900877,898978
1900,881991,880092
1900,909882,907983
1900,911117,909218
1900,885639,883740
1900,900067,898168
1900,893914,892015
1900,895091,893192
1900,889339,887440
1900,883222,881323
1900,915888,913989
1900,921067,919168
1900,923010,921111
1900,937896,935997
1900,893488,891589
1900,933671,931772
1900,926598,924699
1900,895827,893928
1900,903255,901356
1900,904227,902328
1900,918629,916730
1900,901704,899805
1900,915380,913481
1900,897289,895390
1900,911717,909818
1900,882669,880770
1900,892030,890131
1900,918777,916878
1900,917664,915765
1900,912684,910785
1900,889776,887877
1900,915030,913131
1900,893296,891397
1900,889281,887382
2000,1012838,1010839
2000,1017538,1015539
2000,1005074,1003075
2000,996401,994402
2000,1014822,1012823
2000,995151,993152
2000,1008199,1006200
2000,1029082,1027083
2000,981164,979165
2000,1013150,1011151
2000,1009464,1007465
2000,1011838,1009839
2000,996726,994727
2000,1020503,1018504
2000,1005899,1003900
2000,994269,992270
2000,968573,966574
2000,990256,988257
2000,999313,997314
2000,995786,993787
2000,1010924,1008925
2000,1010555,1008556
2000,1013148,1011149
2000,1027224,1025225
2000,1004653,1002654
2000,1039975,1037976
2000,986009,984010
2000,1021260,1019261
2000,998351,996352
2000,1008721,1006722
2000,995486,993487
2000,999906,997907
2000,957559,955560
2000,1002262,1000263
2000,987654,985655
2000,991244,989245
2000,987695,985696
2000,1008237,1006238
2000,1012670,1010671
2000,993403,991404
2000,1036150,1034151
2000,1005917,1003918
2000,990600,988601
2000,996306,994307
2000,1005214,1003215
2000,976502,974503
2000,1023135,1021136
2000,1009756,1007757
2000,1008674,1006675
2000,999799,997800
2100,1092602,1090503
2100,1078933,1076834
2100,1109411,1107312
2100,1114385,1112286
2100,1104582,1102483
2100,1126265,1124166
2100,1121659,1119560
2100,1073761,1071662
2100,1093810,1091711
2100,1116600,1114501
2100,1074808,1072709
2100,1104789,1102690
2100,1129902,1127803
2100,1101422,1099323
2100,1099295,1097196
2100,1074209,1072110
2100,1078213,1076114
2100,1086914,1084815
2100,1143772,1141673
2100,1092411,1090312
2100,1081551,1079452
2100,1110656,1108557
2100,1099622,1097523
2100,1100872,1098773
2100,1113367,1111268
2100,1094529,1092430
2100,1109565,1107466
2100,1118791,1116692
2100,1118008,1115909
2100,1075865,1073766
2100,1087973,1085874
2100,1088797,1086698
2100,1141777,1139678
2100,1127920,1125821
2100,1118042,1115943
2100,1092569,1090470
2100,1110001,1107902
2100,1134606,1132507
2100,1088880,1086781
2100,1114193,1112094
2100,1108859,1106760
2100,1090433,1088334
2100,1137840,1135741
2100,1122831,1120732
2100,1109823,1107724
2100,1083335,1081236
2100,1113852,1111753
2100,1110890,1108791
2100,1132671,1130572
2100,1094569,1092470
2200,1239461,1237262
2200,1187253,1185054
2200,1182663,1180464
2200,1194335,1192136
2200,1250804,1248605
2200,1216372,1214173
2200,1194295,1192096
2200,1225271,1223072
2200,1194120,1191921
2200,1219424,1217225
2200,1208494,1206295
2200,1201674,1199475
2200,1203657,1201458
2200,1223246,1221047
2200,1189142,1186943
2200,1206673,1204474
2200,1226692,1224493
2200,1191939,1189740
2200,1205739,1203540
2200,1241912,1239713
2200,1199301,1197102
2200,1222923,1220724
2200,1212883,1210684
2200,1182862,1180663
2200,1196986,1194787
2200,1209576,1207377
2200,1243885,1241686
2200,1199595,1197396
2200,1205136,1202937
2200,1200942,1198743
2200,1215764,1213565
2200,1211078,1208879
2200,1195066,1192867
2200,1219679,1217480
2200,1229236,1227037
2200,1211304,1209105
2200,1209179,1206980
2200,1209436,1207237
2200,1233049,1230850
2200,1207827,1205628
2200,1225188,1222989
2200,1235273,1233074
2200,1207213,1205014
2200,1198002,1195803
2200,1207943,1205744
2200,1198251,1196052
2200,1195144,1192945
2200,1222887,1220688
2200,1218068,1215869
2200,1188897,1186698
2300,1306252,1303953
2300,1337835,1335536
2300,1319466,1317167
2300,1311893,1309594
2300,1333589,1331290
2300,1337973,1335674
2300,1336122,1333823
2300,1316536,1314237
2300,1330843,1328544
2300,1338607,1336308
2300,1285908,1283609
2300,1307874,1305575
2300,1321368,1319069
2300,1315585,1313286
2300,1354227,1351928
2300,1327646,1325347
2300,1337756,1335457
2300,1344449,1342150
2300,1342550,1340251
2300,1333618,1331319
2300,1316244,1313945
2300,1325774,1323475
2300,1321837,1319538
2300,1306677,1304378
2300,1339668,1337369
2300,1322709,1320410
2300,1311728,1309429
2300,1299602,1297303
2300,1334088,1331789
2300,1314600,1312301
2300,1332055,1329756
2300,1335380,1333081
2300,1331812,1329513
2300,1337837,1335538
2300,1326167,1323868
2300,1289204,1286905
2300,1332522,1330223
2300,1308451,1306152
2300,1297629,1295330
2300,1318455,1316156
2300,1311570,1309271
2300,1331644,1329345
2300,1323803,1321504
2300,1331756,1329457
2300,1342855,1340556
2300,1347526,1345227
2300,1295608,1293309
2300,1287640,1285341
2300,1347825,1345526
2300,1312799,1310500
2400,1410118,1407719
2400,1452544,1450145
2400,1415508,1413109
2400,1440254,1437855
2400,1435554,1433155
2400,1413457,1411058
2400,1438696,1436297
2400,1445185,1442786
2400,1446751,1444352
2400,1451381,1448982
2400,1454769,1452370
2400,1443373,1440974
2400,1425489,1423090
2400,1459911,1457512
2400,1403595,1401196
2400,1448307,1445908
2400,1419352,1416953
2400,1403883,1401484
2400,1432053,1429654
2400,1480104,1477705
2400,1448945,1446546
2400,1410480,1408081
2400,1437114,1434715
2400,1447566,1445167
2400,1424956,1422557
2400,1413302,1410903
2400,1432650,1430251
2400,1468034,1465635
2400,1428959,1426560
2400,1432102,1429703
2400,1445780,1443381
2400,1445174,1442775
2400,1411607,1409208
2400,1462642,1460243
2400,1453389,1450990
2400,1419251,1416852
2400,1470347,1467948
2400,1435864,1433465
2400,1418689,1416290
2400,1442640,1440241
2400,1430452,1428053
2400,1430740,1428341
2400,1402502,1400103
2400,1445014,1442615
2400,1440698,1438299
2400,1418193,1415794
2400,1424791,1422392
2400,1437828,1435429
2400,1409465,1407066
2400,1438528,1436129
2500,1563104,1560605
2500,1545546,1543047
2500,1536592,1534093
2500,1551255,1548756
2500,1556064,1553565
2500,1532009,1529510
2500,1530735,1528236
2500,1566151,1563652
2500,1579262,1576763
2500,1574788,1572289
2500,1538850,1536351
2500,1553065,1550566
2500,1558673,1556174
2500,1573347,1570848
2500,1562218,1559719
2500,1548801,1546302
2500,1585877,1583378
2500,1557139,1554640
2500,1566117,1563618
2500,1534317,1531818
2500,1574329,1571830
2500,1577204,1574705
2500,1567859,1565360
2500,1569665,1567166
2500,1511657,1509158
2500,1523756,1521257
2500,1540862,1538363
2500,1502555,1500056
2500,1550972,1548473
2500,1532536,1530037
2500,1599187,1596688
2500,1559094,1556595
2500,1579978,1577479
2500,1575068,1572569
2500,1557629,1555130
2500,1565327,1562828
2500,1581219,1578720
2500,1560073,1557574
2500,1578608,1576109
2500,1556227,1553728
2500,1530245,1527746
2500,1553003,1550504
2500,1528200,1525701
2500,1539044,1536545
2500,1585456,1582957
2500,1569009,1566510
2500,1582228,1579729
2500,1538392,1535893
2500,1588904,1586405
2500,1558246,1555747
2600,1645245,1642646
2600,1672277,1669678
2600,1709310,1706711
2600,1685317,1682718
2600,1697609,1695010
2600,1699563,1696964
2600,1700600,1698001
2600,1706144,1703545
2600,1711878,1709279
2600,1632954,1630355
2600,1681902,1679303
2600,1685439,1682840
2600,1713978,1711379
2600,1673100,1670501
2600,1701047,1698448
2600,1685885,1683286
2600,1662972,1660373
2600,1711237,1708638
2600,1666277,1663678
2600,1741176,1738577
2600,1664868,1662269
2600,1667405,1664806
2600,1667880,1665281
2600,1696362,1693763
2600,1680707,1678108
2600,1682990,1680391
2600,1719727,1717128
2600,1687830,1685231
2600,1653896,1651297
2600,1674278,1671679
2600,1704226,1701627
2600,1701120,1698521
2600,1707652,1705053
2600,1725083,1722484
2600,1681470,1678871
2600,1696700,1694101
2600,1705248,1702649
2600,1663182,1660583
2600,1625199,1622600
2600,1676732,1674133
2600,1695822,1693223
2600,1653395,1650796
2600,1694148,1691549
2600,1651311,1648712
2600,1678222,1675623
2600,1719002,1716403
2600,1662577,1659978
2600,1683148,1680549
2600,1677125,1674526
2600,1689094,1686495
2700,1836145,1833446
2700,1783182,1780483
2700,1823673,1820974
2700,1813664,1810965
2700,1848259,1845560
2700,1806463,1803764
2700,1795863,1793164
2700,1786680,1783981
2700,1746692,1743993
2700,1820747,1818048
2700,1814714,1812015
2700,1821529,1818830
2700,1829870,1827171
2700,1804629,1801930
2700,1814397,1811698
2700,1846517,1843818
2700,1869392,1866693
2700,1813782,1811083
2700,1859419,1856720
2700,1830282,1827583
2700,1856501,1853802
2700,1822976,1820277
2700,1821380,1818681
2700,1820937,1818238
2700,1858915,1856216
2700,1833666,1830967
2700,1819182,1816483
2700,1849233,1846534
2700,1824488,1821789
2700,1834109,1831410
2700,1800566,1797867
2700,1829081,1826382
2700,1869943,1867244
2700,1838801,1836102
2700,1857540,1854841
2700,1817762,1815063
2700,1792633,1789934
2700,1793671,1790972
2700,1819234,1816535
2700,1791225,1788526
2700,1798245,1795546
2700,1794272,1791573
2700,1842576,1839877
2700,1858606,1855907
2700,1825656,1822957
2700,1845004,1842305
2700,1779034,1776335
2700,1834214,1831515
2700,1856416,1853717
2700,1863983,1861284
2800,1987083,1984284
2800,1976381,1973582
2800,1943306,1940507
2800,1962980,1960181
2800,1959037,1956238
2800,1979943,1977144
2800,1948442,1945643
2800,1940748,1937949
2800,1937504,1934705
2800,1960758,1957959
2800,1964786,1961987
2800,1933129,1930330
2800,2008151,2005352
2800,1936270,1933471
2800,1933768,1930969
2800,1958088,1955289
2800,1947477,1944678
2800,1937908,1935109
2800,1988527,1985728
2800,1953219,1950420
2800,1917432,1914633
2800,1944836,1942037
2800,1962787,1959988
2800,1979997,1977198
2800,1960556,1957757
2800,1952231,1949432
2800,1969945,1967146
2800,1956296,1953497
2800,2031911,2029112
2800,1968717,1965918
2800,1956873,1954074
2800,1953151,1950352
2800,1969842,1967043
2800,1909043,1906244
2800,1933831,1931032
2800,1917524,1914725
2800,1908953,1906154
2800,1996455,1993656
2800,1958345,1955546
2800,1970079,1967280
2800,1932766,1929967
2800,2005723,2002924
2800,1990427,1987628
2800,1959634,1956835
2800,1955280,1952481
2800,1951131,1948332
2800,1917988,1915189
2800,1938736,1935937
2800,1991657,1988858
2800,1941288,1938489
2900,2072045,2069146
2900,2059019,2056120
2900,2100397,2097498
2900,2104675,2101776
2900,2087031,2084132
2900,2127750,2124851
2900,2096360,2093461
2900,2120669,2117770
2900,2099611,2096712
2900,2143556,2140657
2900,2124552,2121653
2900,2140110,2137211
2900,2073852,2070953
2900,2107942,2105043
2900,2073039,2070140
2900,2120579,2117680
2900,2131047,2128148
2900,2095835,2092936
2900,2159978,2157079
2900,2095619,2092720
2900,2081035,2078136
2900,2165693,2162794
2900,2063332,2060433
2900,2149510,2146611
2900,2078729,2075830
2900,2116119,2113220
2900,2095214,2092315
2900,2089285,2086386
2900,2098335,2095436
2900,2054725,2051826
2900,2132145,2129246
2900,2168806,2165907
2900,2055991,2053092
2900,2124825,2121926
2900,2158637,2155738
2900,2053896,2050997
2900,2137106,2134207
2900,2121844,2118945
2900,2119494,2116595
2900,2117610,2114711
2900,2062419,2059520
2900,2080850,2077951
2900,2151177,2148278
2900,2080320,2077421
2900,2102277,2099378
2900,2096517,2093618
2900,2149029,2146130
2900,2110196,2107297
2900,2069411,2066512
2900,2134966,2132067
3000,2239261,2236262
3000,2229506,2226507
3000,2294711,2291712
3000,2239331,2236332
3000,2230483,2227484
3000,2318183,2315184
3000,2239427,2236428
3000,2262093,2259094
3000,2218612,2215613
3000,2190067,2187068
3000,2281890,2278891
3000,2275416,2272417
3000,2254159,2251160
3000,2258112,2255113
3000,2284961,2281962
3000,2269672,2266673
3000,2244829,2241830
3000,2221989,2218990
3000,2284947,2281948
3000,2247976,2244977
3000,2236421,2233422
3000,2260410,2257411
3000,2208642,2205643
3000,2248300,2245301
3000,2253856,2250857
3000,2205477,2202478
3000,2230736,2227737
3000,2257935,2254936
3000,2241354,2238355
3000,2249042,2246043
3000,2274875,2271876
3000,2190263,2187264
3000,2241402,2238403
3000,2267927,2264928
3000,2281822,2278823
3000,2239821,2236822
3000,2238117,2235118
3000,2286582,2283583
3000,2261094,2258095
